Life expectancy ,Adult Mortality,Alcohol, BMI ,Total expenditure, HIV/AIDS,GDP,Income composition of resources,Schooling
46.4,587,5.52,26.7,5.16,49.9,1324.996228,0.502,9.2
47.1,568,6.72,26.3,5.11,48.8,1437.634951,0.506,9.3
48.4,536,7.19,25.9,5.26,46.4,1637.4567,0.516,9.4
82.4,53,,59.5,,0.1,5585.25847,0.909,15.9
82.3,54,7.3,59,11.93,0.1,5918.19898,0.906,15.8
81.9,57,7.3,58.5,11.97,0.1,6283.24522,0.904,15.8
81.7,57,7.4,58.1,11.8,0.1,57134.777,0.903,15.8
81.7,58,7.4,57.7,11.7,0.1,59593.28711,0.901,16
81.5,58,7.2,57.3,9.47,0.1,5276.25591,0.895,15.8
81.4,62,7.3,56.9,9.94,0.1,4627.592,0.898,15.8
81.1,62,6.9,56.5,9.23,0.1,55746.84238,0.897,15.7
89,63,6.9,56.1,8.92,0.1,53324.37937,0.895,15.8
88,64,6.5,55.7,8.95,0.1,46256.4716,0.892,15.9
85,66,6.5,55.3,9.6,0.1,4385.35315,0.89,16
83,7,6.6,54.9,9.9,0.1,42442.2245,0.888,16
82,69,6.9,54.4,9.31,0.1,36961.42537,0.882,15.9
79.9,71,6.9,53.9,9.23,0.1,29571.7446,0.88,15.9
79.8,73,6.6,53.4,8.86,0.1,26969.24457,0.877,15.9
79.6,73,6.2,52.8,8.18,0.1,29283.55,0.873,15.9
83.4,49,,57.4,,0.1,8989.8424,0.938,16
83.2,51,9.61,57,11.66,0.1,85814.58857,0.936,15.9
83,52,9.73,56.6,11.71,0.1,84658.88768,0.934,15.8
82.7,54,9.86,56.2,11.59,0.1,83164.38795,0.932,15.7
82.6,55,9.99,55.8,11.21,0.1,87998.44468,0.932,15.6
82.3,57,10.01,55.4,11.7,0.1,74276.71842,0.92,15.4
82.1,6,10.15,55,11,0.1,69672.471,0.916,15.3
82,6,10.29,54.6,1.29,0.1,72119.5687,0.914,15.3
81.7,63,10.44,54.1,1.21,0.1,63223.46778,0.911,15.3
81.5,65,10.24,53.7,1.39,0.1,57348.92788,0.904,15.2
81.1,66,10.15,53.2,1.86,0.1,54797.54663,0.899,15.2
81,69,10.55,52.8,1.96,0.1,53255.97631,0.895,15.1
85,72,10.82,52.3,1.93,0.1,4796.56497,0.889,15
84,74,10.85,51.8,1.61,0.1,41336.72192,0.89,15.2
82,75,11.12,51.3,1.28,0.1,38538.64447,0.888,15.2
79.7,78,11.26,5.8,9.91,0.1,37813.23426,0.879,15.1
64.5,293,,57.1,,0.1,,0.553,9
64.4,294,0.01,56.2,3.25,0.1,,0.575,9
63.6,37,0.01,55.2,3.25,0.1,,0.635,13
62.8,32,0.01,54.2,3.25,0.1,,0.645,12.5
71.7,163,0.76,53.2,3.23,0.1,,0.646,12
73.7,127,0.78,52.3,3.28,0.1,,0.65,11.7
73.8,124,0.81,51.3,3.55,0.1,,0.648,11.8
73.8,122,0.8,5.4,3.4,0.1,,0.651,11.6
73.8,121,0.83,49.4,3.72,0.1,258.3529,0.644,11.5
73.7,123,0.97,48.5,3.78,0.1,1762.24617,0.636,11.4
73.5,127,0.92,47.6,4.11,0.1,1577.457182,0.624,11
73.2,131,0.93,46.8,4.48,0.1,148.852738,0.61,10.6
73,134,1.29,46,5.12,0.1,1253.39143,0.599,10.3
72.8,135,1.25,45.3,4.94,0.1,1263.13455,0.596,10.2
72.7,135,1.29,44.6,4.92,0.1,1258.421953,0.589,10.1
72.6,136,1.41,43.9,4.92,0.1,1177.629268,0.588,10
69.7,161,,4.7,,0.2,918.6771543,0.625,11.3
69.6,162,0.01,39.9,6.88,0.2,114.45919,0.622,11.3
69.3,163,0.01,39,6.75,0.2,14.214412,0.617,11.2
68.8,164,0.01,38.2,6.39,0.2,954.725253,0.613,11.1
68.1,166,0.32,37.4,5.98,0.2,834.5412953,0.608,11.1
67.3,171,0.32,36.6,6.4,0.2,738.3475227,0.603,11.1
66.7,174,0.3,35.9,5.93,0.2,666.3458569,0.601,11.1
66.4,178,0.32,35.3,5.58,0.3,76.914128,0.592,10.8
66.1,181,0.35,34.7,5.35,0.3,52.35956,0.586,10.9
65.9,183,0.38,34.1,5.7,0.3,44.2872665,0.579,10.7
65.5,194,0.37,33.5,5.89,0.3,337.359236,0.572,10.6
65.9,177,0.38,33,5.7,0.3,39.281834,0.563,10.5
65.2,182,0.36,32.5,4.46,0.3,236.314438,0.553,10.1
64.3,193,0.6,32.1,4.48,0.3,189.3878519,0.543,9.8
64,194,0.86,31.6,4.59,0.3,17.8159721,0.535,9.7
63.7,198,0.37,31.3,4.64,0.3,138.436633,0.529,9.6
74.9,148,,33.6,,0.1,5814.863134,0.738,13.6
74.6,152,6.41,32.4,4.12,0.1,5941.8471,0.737,13.6
74.5,153,6.5,31.3,4,0.1,6171.262444,0.733,13.6
74.3,154,6.56,3.1,4.17,0.1,5859.915622,0.729,13.7
74.1,155,6.07,29,4.12,0.2,5491.159981,0.72,13.3
73.9,158,5.95,27.9,3.81,0.2,575.32176,0.711,13.1
73.7,16,5.88,26.8,4.11,0.3,4212.5492,0.706,13
73.5,162,5.92,25.7,3.92,0.3,4378.68746,0.7,12.9
73.3,165,6.2,24.6,3.56,0.4,3972.26475,0.687,12.3
73,168,6.18,23.6,3.49,0.5,3368.952576,0.686,12.4
72.5,177,6.26,22.6,3.55,0.5,2893.651356,0.682,12
71.6,189,6.17,21.7,3.51,0.5,2659.83918,0.674,11.9
71.7,189,6.14,2.9,3.58,0.6,2358.93629,0.666,11.8
71.4,192,5.93,2.2,3.7,0.7,296.54617,0.657,11.5
71.2,194,5.92,19.4,3.32,0.8,1893.145377,0.649,11.2
71.1,194,5.88,18.7,3.4,0.8,27.564826,0.64,10.9
75.7,12,,6.3,,0.1,,0.746,12.9
75.5,12,1.13,59.7,6.48,0.1,,0.743,12.9
75.3,14,1.03,59.1,6.7,0.1,,0.741,12.9
75.1,15,1.23,58.5,6.76,0.1,,0.739,12.9
74.9,17,1.16,57.9,6.61,0.1,,0.735,12.9
74.7,18,1.47,57.4,6.83,0.1,,0.732,13
74.4,111,1.77,56.9,6.74,0.1,,0.73,13
74.2,111,1.72,56.4,6.85,0.1,,0.714,12.2
73.5,12,1.75,55.9,6.9,0.1,,0.709,12.2
73.7,122,1.74,55.4,7.61,0.1,,0.703,12.1
73.6,12,1.75,54.9,7.95,0.1,,0,11.9
73.5,12,2.07,54.5,8.64,0.1,,0,11.9
73.2,126,2.4,54.1,9.17,0.1,,0,11.9
72.8,128,2.53,53.6,9.1,0.1,,0,11.9
73.1,126,3.27,53.2,8.18,0.1,,0,11.8
72.6,125,2.86,52.7,8.52,0.1,,0,11.7
68.3,152,,17.4,,0.1,1161.76935,0.603,12.5
68,155,0.01,17,1.48,0.1,1153.51578,0.612,12.5
67.7,158,0.01,16.6,1.29,0.1,117.765674,0.62,12.5
67.4,159,0.01,16.2,1.1,0.1,1117.77724,0.618,12.5
67.2,161,0.5,15.8,0.76,0.1,114.56179,0.607,12.5
66.9,163,0.1,15.5,0.92,0.1,849.8626972,0.599,12.4
66.6,165,0.09,15.1,1.2,0.1,757.3114436,0.599,12.1
66.2,168,0.06,14.7,0.74,0.1,643.71911,0.566,11.7
65.8,173,0.05,14.2,0.37,0.1,524.8959363,0.541,11.3
64.9,186,0.04,13.9,0.65,0.1,441.53226,0.511,11
63.7,26,0.36,13.5,1.5,0.1,478.331859,0.492,10.6
62.3,229,0.38,13.2,1.31,0.1,467.5438297,0.484,10.2
61,25,0.44,12.9,2.48,0.1,471.4565823,0.485,9.8
62,261,0.48,12.6,3.89,0.1,48.61552,0.475,9.8
59.4,269,0.5,12.3,3.75,0.1,56.4249869,0.47,9.8
58.7,276,0.5,11.9,3.26,0.1,422.28633,0,0
59.9,287,,24.3,,1,551.138346,0.484,12
59.7,285,0.01,23.7,5.25,1,62.1318489,0.475,12
59.4,287,0.01,23.1,5.12,1.5,579.43485,0.47,12
58.9,294,0.01,22.6,5.11,1.7,563.6894247,0.464,12
58.3,34,1.44,22,5.21,2.6,562.3393592,0.457,11.5
57.4,323,1.21,21.4,5.37,3.8,487.9238913,0.449,11
56.7,336,1.24,2.9,6.64,4.3,499.6468713,0.442,10.6
56.2,344,1.33,2.4,5.73,4.8,513.391914,0.441,10.1
55.9,344,1.37,19.8,5.55,5.1,42.764743,0.443,10.6
55.7,345,1.37,19.3,5.56,5,377.33629,0.436,10.2
55,357,1.14,18.9,5.17,5,372.1721837,0.435,10.1
54.9,355,1.01,18.4,5.6,5.1,349.9937253,0.432,10
54.7,355,1.02,17.9,5,5.2,31.437144,0.428,9.9
54.7,351,1,17.5,4.7,5.3,28.832123,0.428,9.7
54.6,345,0.95,17.1,4.29,5.3,26.6394652,0.426,9.4
54.6,339,1.1,16.6,4.35,5.1,26.3932935,0.425,9.3
73.5,133,,75.2,,0.1,493.775387,0.718,14.3
73.3,135,0.01,74.8,5.18,0.1,4192.349758,0.716,14.3
73.2,137,0.01,74.3,4.98,0.1,4266.557174,0.718,14.3
73,138,0.01,73.8,4.51,0.1,451.542462,0.717,14.4
72.9,14,0.96,73.3,4.6,0.1,445.18866,0.712,14.4
72.8,142,1.24,72.7,4.59,0.1,3547.59975,0.707,14.4
72.5,147,1.08,72.1,4.67,0.1,37.846563,0.703,14.5
72.6,145,1.1,71.5,5.13,0.1,3392.64743,0.698,14.5
72.5,146,2.05,7.8,5.82,0.1,2932.315883,0.698,14.5
72.4,148,1.79,7.1,5.61,0.1,2892.522663,0.695,14.6
72.3,15,1.57,69.4,6.52,0.1,2594.74999,0.694,14.6
72.2,151,1.8,68.6,4.87,0.1,2284.37858,0.693,14.6
72,153,1.79,67.8,5.9,0.1,229.714718,0.683,13.7
71.9,155,1.51,67,5.3,0.1,1842.44421,0.679,13.5
71.8,157,1.35,66.2,5.66,0.1,1837.977391,0.674,13.2
71.6,158,1.24,65.5,4.75,0.1,263.27236,0.676,13.7
71.2,17,,47.1,,0.3,17321.83373,0.779,12.7
71.1,171,6.94,46,5.93,0.3,19325.24283,0.778,12.7
71,172,6.71,45,5.98,0.3,1967.83283,0.773,12.7
78,174,6.7,44,5.78,0.4,19152.531,0.772,12.6
76,176,6.5,43,5.6,0.4,1953.9767,0.774,12.6
74,179,6.5,42,5.29,0.4,16683.94578,0.772,12.5
71,183,6.37,41.1,6.47,0.2,1458.8796,0.773,12.5
69.9,185,6.41,4.2,4.4,0.3,21188.11857,0.767,12.4
69.7,187,6.37,39.3,4.82,0.7,1653.1844,0.76,12.4
69.6,188,6.35,38.4,4.49,0.6,1495.96337,0.751,12.3
69.5,189,6.12,37.6,5.31,0.5,12323.1275,0.745,12.3
69.4,19,5.82,36.8,5.22,1,129.51914,0.736,12.2
69.3,191,5.53,36,5.13,0.5,884.518666,0.729,12
69.2,192,5.12,35.2,5,2,749.626612,0.721,11.9
69.1,194,4.55,34.4,4.4,1.2,6935.721451,0.715,11.8
69.1,197,4.68,33.6,4.17,0.9,643.947262,0.709,11.7
75.3,1,,61.2,,0.1,3828.91589,0.723,14.6
75.1,12,1.39,6.2,7,0.1,4271.68172,0.722,14.7
74.9,13,1.29,59.3,7.26,0.1,4199.47253,0.72,14.7
74.9,13,1.3,58.3,7.18,0.1,4137.55421,0.717,14.6
74.8,13,1.29,57.4,7.15,0.1,4256.91279,0.714,14.5
74.8,12,1.28,56.5,6.54,0.1,414.15177,0.71,14.4
74.7,12,1.4,55.6,6.18,0.1,4129.977335,0.706,14.4
74.7,12,1.37,54.7,5.63,0.1,431.9326,0.701,14.3
74.6,12,1.24,53.9,5.64,0.1,3778.184171,0.695,14.3
74.4,12,1.46,53.1,5.64,0.1,3371.71231,0.689,14.2
74.2,14,1.37,52.2,5.57,0.1,3194.562243,0.683,13.9
74,15,1.36,51.4,5.63,0.1,3112.83529,0.673,13.6
73.7,17,1.34,5.6,5.36,0.1,2761.969249,0.667,13.5
73.5,19,1.17,49.7,5.32,0.1,2346.5937,0.662,13.3
73.2,11,1.19,48.9,5.29,0.1,2254.933126,0.654,13.1
72.9,112,1.21,48.1,5.4,0.1,2213.91488,0.646,12.8
75.8,16,,66.1,,0.1,1979.52569,0.764,14.5
75.5,17,1.45,65.3,5.41,0.1,12127.22522,0.759,14.5
75.2,19,1.41,64.5,5.38,0.1,12542.93565,0.754,14.4
74.8,112,1.54,63.7,5.24,0.1,1172.3843,0.75,14.3
74.5,114,1.53,62.8,5.29,0.1,11341.13395,0.737,13.8
74.2,116,1.49,61.9,5.61,0.1,1672.5693,0.715,13
73.9,118,1.4,61.1,6.8,0.1,936.499911,0.709,12.5
73.5,121,1.39,6.2,6.7,0.1,185.68975,0.705,12.5
73.2,124,1.26,59.3,6.4,0.1,979.49246,0.697,12.3
72.8,126,1.29,58.5,5.81,0.1,834.869161,0.687,11.9
72.4,129,1.29,57.6,5.45,0.1,7384.354661,0.681,11.9
72,132,1.35,56.8,5.37,0.1,64.72953,0.675,12
71.6,135,1.42,55.9,5.34,0.1,4718.51291,0.668,11.9
71.2,138,1.47,55.1,5.36,0.1,366.57,0.658,11.5
78,14,1.49,54.3,5.16,0.1,3119.63716,0.653,11.1
74,143,1.54,53.5,4.95,0.1,4316.553895,0.641,10.7
66.3,215,,48.6,,0.1,6432.668768,0.688,10.8
66,217,2.9,47.7,2.7,0.1,7962.365824,0.683,10.8
65.4,228,2.93,46.7,2.12,0.1,734.42525,0.678,10.7
65.6,22,2.75,45.9,1.96,0.1,6675.262954,0.672,10.7
65.6,217,2.55,45,1.98,0.1,5649.978486,0.665,10.6
65.8,211,2.48,44.2,1.99,0.1,4439.23,0,10.6
65.6,215,2.35,43.4,1.88,0.1,436.459223,0,10.5
64.5,235,2.4,42.7,1.93,0.1,394.467675,0,10.5
64.1,241,2.58,42,2.16,0.1,26.371428,0,10.4
63.7,245,2.71,41.3,2.9,0.1,2136.66815,0,10.4
63.3,248,2.85,4.7,3.51,0.1,174.51475,0,10.3
63.5,238,2.86,4,4.3,0.1,1453.917166,0,10.3
63.4,231,2.88,39.4,3.85,0.1,1283.885977,0,10.3
63.3,229,2.33,38.7,3.34,0.1,967.917468,0,10.2
64,221,2.35,38.1,3.87,0.1,774.4763388,0,10.2
63.8,224,2.9,37.5,3.94,0.1,643.17518,0,0
,,0.01,79.3,16.61,0.1,3542.13589,,0
62.3,291,,18.5,,3.1,693.8963829,0.488,10
61.5,38,0.01,18.1,7.22,3.2,719.172669,0.483,10
67,325,0.01,17.6,7.47,4,662.492293,0.478,10
60,339,0.01,17.2,7.58,4.6,647.74741,0.477,10
59.3,347,10.22,16.7,9.9,6.8,584.3962137,0.477,10.7
58.4,362,10.03,16.3,11.2,8,594.9972557,0.473,10.9
57.5,378,9.63,15.9,8.43,8.1,647.17732,0.464,10.8
56.3,41,9.79,15.6,9.1,8.2,449.6928183,0.453,10.6
55.5,41,9.65,15.2,9.76,8.4,41.858631,0.442,10.3
54.9,41,9.81,14.8,9.86,8.6,336.4593923,0.434,10.6
53.2,446,10.09,14.5,9.36,8.7,315.788227,0.429,10.9
51.3,485,9.89,14.2,8.9,8.9,288.236949,0.427,11.6
51,53,10.16,13.9,7.54,9.4,237.9995917,0.418,11.5
48.8,523,10.42,13.6,7.78,10,24.2423229,0.404,11
47.7,539,10.57,13.3,7.26,10.8,234.984775,0.396,10.8
46.6,554,10.47,13,6.77,11.6,257.63369,0.382,9.8
71.3,195,,61.3,,0.2,2124.662666,0.748,15.3
78,23,8.06,6.7,7.1,0.2,314.658296,0.746,15.2
71,198,8.44,6.1,7.67,0.2,429.71554,0.744,15.2
77,25,8.44,59.6,7.47,0.2,3855.42128,0.739,15.1
75,24,8.48,59,6.98,0.2,3569.75727,0.734,14.9
69.8,212,8.39,58.5,7.81,0.2,2965.142365,0.728,14.9
69.2,231,8.71,58,7.8,0.3,2545.48341,0.734,14.9
67.7,273,9.46,57.6,6.63,0.4,3891.37823,0.73,14.9
67.5,277,8.86,57.2,6.36,0.7,368.68998,0.723,14.8
67.7,267,7.99,56.8,6.39,0.8,233.18831,0.716,14.7
67,278,7.31,56.4,6.41,0.9,1828.717626,0.707,14.5
67.4,267,6.79,56.1,6.61,1,1367.352433,0.7,14.6
67.6,256,5.92,55.7,6.93,0.9,148.522488,0.691,14.3
67.6,256,4.89,55.4,6.25,0.9,879.475486,0.683,13.9
67.7,253,4.31,55.1,5.66,0.8,78.738243,0.673,13.2
67.5,257,4.49,54.8,5.59,0.7,635.789635,0.669,13.3
77.1,75,,64.2,,0.1,3911.74689,0.836,13.3
76.9,77,1.91,62.4,3.64,0.1,44449.7435,0.832,13.3
76.7,78,1.82,6.5,3.49,0.1,4335.64268,0.829,13.3
76.5,8,1.75,58.6,3.45,0.1,42112.23565,0.826,13.3
76.3,81,1.73,57.1,3.7,0.1,4462.3129,0.824,13.3
76.2,82,1.69,55.8,3.93,0.1,3549.14832,0.826,13.3
76,84,1.73,55.1,4.5,0.1,3372.57517,0.831,13.2
75.8,85,1.86,54.8,2.93,0.1,45758.9554,0.829,13.1
75.6,87,1.69,55.1,2.57,0.1,42672.61323,0.826,12.9
75.4,89,1.74,55.8,2.33,0.1,42372.22166,0.823,12.8
75.3,92,1.79,56.6,2.32,0.1,39439.8197,0.818,12.6
75.1,95,1.77,57,2.46,0.1,36161.1761,0.813,12.4
74.9,98,1.74,56.8,2.65,0.1,3323.52318,0.808,12.3
74.7,11,1.72,56,2.72,0.1,31311.35936,0.803,12.1
74.5,14,1.67,55,2.48,0.1,3161.52935,0.798,12
74.2,17,1.64,54.1,2.38,0.1,3371.26869,0.791,11.8
81.2,69,10.66,66.6,,0.1,,,
81,71,10.37,66,9.12,0.1,,,
87,72,10.32,65.4,9.34,0.1,,,
86,72,10.42,64.8,9.41,0.1,,,
86,74,10.68,64.2,9.34,0.1,,,
82,77,10.88,63.6,9.51,0.1,,,
81,78,10.79,63.1,9.81,0.1,,,
79.6,8,11.47,62.5,8.85,0.1,,,
79.5,8,11.84,61.9,8.42,0.1,,,
79.3,82,11.61,61.3,8.36,0.1,,,
79,82,12.05,6.7,8.24,0.1,,,
78.8,83,12.22,6.1,7.98,0.1,,,
78.3,86,11.85,59.5,7.81,0.1,,,
78.2,87,11.44,58.8,7.57,0.1,,,
78,88,10.91,58.2,7.31,0.1,,,
77.8,89,10.59,57.5,6.94,0.1,,,
61.8,279,,23.8,,1.4,,,
67,34,0.01,23.2,5.58,1.4,,,
59.7,323,4.2,22.5,5.57,2.1,,,
58.6,348,3.98,21.9,5.72,2.4,,,
58.3,348,4.04,21.3,5.72,3.1,,,
57.5,36,4.19,2.7,5.3,4.6,,,
56.9,368,3.97,2.2,3.97,6.4,,,
56.2,376,3.44,19.6,4.21,7.4,,,
54.5,411,4.4,19.1,4.72,8.5,,,
53.1,437,4.07,18.6,6.86,9.4,,,
52.2,449,3.94,18.1,4.66,10,,,
51.5,454,3.81,17.7,4.1,10.8,,,
58,459,2.34,17.2,4.6,11.5,,,
52,46,3.37,16.8,3.59,12.1,,,
49.6,46,4.09,16.4,3.28,12.5,,,
49.2,457,3.89,16,2.64,12.8,,,
79.3,13,,69.6,,0.1,,,
79.1,14,8.82,69.1,17.14,0.1,,,
78.9,16,8.82,68.6,16.9,0.1,,,
78.8,16,8.82,68,17.2,0.1,,,
78.7,16,8.67,67.5,17.6,0.1,,,
78.7,15,8.55,66.9,17.2,0.1,,,
78.5,18,8.71,66.3,17,0.1,,,
78.2,18,8.74,65.7,16.2,0.1,,,
78.1,11,8.74,65.1,15.57,0.1,,,
77.8,113,8.63,64.4,15.27,0.1,,,
77.5,112,8.52,63.8,15.15,0.1,,,
77.5,111,8.48,63.1,15.14,0.1,,,
77.2,114,8.4,62.4,15.6,0.1,,,
77,115,8.33,61.7,14.55,0.1,,,
76.9,115,8.25,6.9,13.73,0.1,,,
76.8,114,8.21,6.1,13.7,0.1,,,
77,116,,64,,0.1,15524.84247,0.794,15.5
76.8,117,6.03,63.4,8.58,0.1,16737.89827,0.791,15.5
76.8,117,5.82,62.9,8.68,0.1,16881.2568,0.788,15.5
76.5,118,5.77,62.3,8.74,0.1,1592.6819,0.784,15.5
77,111,5.97,61.8,8.55,0.1,14166.4998,0.78,15.5
76.3,118,6.21,61.2,8.63,0.1,11938.212,0.777,15.6
76.6,118,6.67,6.7,8.78,0.1,9415.17386,0.774,15.5
76.4,119,6.76,6.1,8.17,0.1,962.312164,0.77,15.7
75.4,124,6.67,59.5,8.23,0.1,79.69746,0.76,15.3
76.2,117,6.58,58.9,11.17,0.1,5877.87678,0.756,15.2
75.7,123,6.35,58.3,11.15,0.1,522.951116,0.753,15.5
75.4,122,5.66,57.7,11.59,0.1,4117.38853,0.75,15.5
75.4,121,5.11,57,6.52,0.1,3622.52284,0.747,15
75.4,124,5.86,56.3,7.18,0.1,488.768855,0.746,14.7
75.2,123,6.48,55.7,7.46,0.1,6281.37747,0.742,14.2
75.1,131,6.65,55,7.82,0.1,6871.897677,0.738,14
69.4,184,,44.7,,0.1,2137.576852,0.697,12.1
69.2,184,0.01,43.9,5.84,0.1,25.448414,0.69,12.1
69.1,185,0.01,43,6.32,0.1,197.551233,0.681,12
68.8,184,0.01,42.2,6.49,0.1,174.468298,0.673,12
68.5,183,2.83,41.4,5.65,0.1,1564.966945,0.664,12
68.3,183,2.73,4.7,5.34,0.2,1377.8214,0.657,11.9
68,183,2.56,4,6.31,0.2,1213.265328,0.651,11.8
67.9,184,2.36,39.3,5.92,0.3,182.28625,0.644,11.9
67.8,184,2.15,38.7,5.81,0.3,83.476942,0.631,11.8
67.6,185,1.96,38.1,5.49,0.4,654.2838373,0.626,11.8
67.3,192,1.78,37.5,5.11,0.3,546.776852,0.62,11.7
67.8,183,1.59,37,5.11,0.3,465.1198869,0.613,11.6
67.2,183,1.54,36.4,5.17,0.3,396.129969,0.607,11.3
67.1,186,1.47,35.9,5.44,0.2,383.3494997,0.6,11
67.4,185,1.53,35.3,5.28,0.2,456.734892,0.594,10.7
67.1,189,1.6,34.8,5.29,0.1,558.221144,0,10.6
72,13,,53.3,,0.1,285.83414,0.598,10.8
71.7,134,0.01,52.5,5.2,0.1,3148.36513,0.596,10.8
71.6,135,0.01,51.7,3.92,0.1,3167.34356,0.591,10.8
71.4,138,0.01,5.8,3.7,0.1,3158.58688,0.592,10.8
71.2,141,0.85,49.9,3.85,0.1,3275.91684,0.591,10.8
71,145,0.91,49.1,4.71,0.1,2965.82434,0.59,10.8
78,149,0.83,48.2,3.9,0.1,2643.441423,0.589,10.7
75,153,1.18,47.4,3.66,0.1,2697.961375,0.582,10.7
73,157,1.01,46.6,3.67,0.1,2393.367265,0.579,10.7
71,161,1,45.7,3.96,0.1,247.97823,0.572,10.6
69.9,165,0.88,44.9,3.87,0.1,1886.433359,0,10.6
69.6,169,0.85,44.1,4.12,0.1,1787.94723,0,10.7
69.4,173,1.2,43.3,4.2,0.1,158.52724,0,10.4
69.3,176,1.24,42.6,3.52,0.1,1353.934819,0,10.2
69.1,179,0.91,41.9,3.37,0.1,1362.61731,0,10.1
69,18,1.21,41.1,3.28,0.1,1469.849149,0,9.6
74.1,157,,62.1,,0.1,,0.769,14.3
73.9,158,6.47,61.5,5.26,0.1,,0.771,14.2
73.8,159,6.71,61,4.94,0.1,,0.77,14.2
73.7,161,6.7,6.4,4.8,0.1,,0.767,14.1
73.8,158,6.74,59.9,5.24,0.1,,0.756,14.1
73.7,158,7.22,59.3,5.4,0.1,,0.754,14
73.6,166,7.59,58.8,5.81,0.1,,0.754,14
73.2,168,8.18,58.2,3.98,0.1,,0.745,13.4
73.4,165,8.7,57.6,5.25,0.1,,0.728,12.9
73.6,163,8.27,57.1,4.85,0.1,,0.714,12.4
73.6,158,7.92,56.5,4.69,0.1,,0.7,11.8
73.3,161,7.55,55.9,4.78,0.1,,0.687,11.6
72.4,172,6.3,55.3,4.93,0.1,,0.688,11.6
73.1,167,6.89,54.7,4.93,0.1,,0.684,11
72.5,169,8.05,54.1,5.21,0.1,,0.672,10.4
72.5,168,8.01,53.4,4.91,0.1,,0.67,10.6
76,127,,17.5,,0.1,,0.678,12.6
75.9,128,4.09,16.7,7.7,0.1,,0.675,12.5
75.7,129,4,16,7.17,0.1,,0.668,12.3
75.6,13,4.12,15.3,6.96,0.1,,0.662,12.2
75.4,131,3.94,14.7,6.2,0.1,,0.655,12
75.2,133,3.93,14,6.36,0.1,,0.647,11.9
75,134,3.86,13.4,6.4,0.1,,0.641,11.7
74.9,135,3.58,12.9,5.53,0.2,,0.633,11.6
74.7,136,3.01,12.3,6.9,0.2,,0.625,11.4
74.6,136,2.56,11.8,5.56,0.2,,0.618,11.3
74.4,136,2.7,11.3,5.38,0.2,,0.609,11.1
74.2,136,2.86,1.9,5.9,0.2,,0.601,11
74,137,2.19,1.4,4.84,0.2,,0.592,10.9
73.8,137,2.03,1,4.7,0.2,,0.584,10.7
73.6,138,1.84,9.6,5.17,0.1,,0.576,10.6
73.4,139,1.6,9.2,4.89,0.1,,0.569,10.4
65.7,224,,41.3,,0.1,,0.499,9
65.4,228,0.01,4.4,5.64,0.1,,0.5,9
65.4,226,0.04,39.6,5.78,0.1,,0.498,9
64.7,236,0.04,38.7,5.73,0.1,,0.494,9
64.6,234,0.04,37.9,5.4,0.1,,0.493,8.6
64.4,233,0.06,37.2,5.17,0.1,,0.488,8.5
64.1,235,0.03,36.4,5.32,0.1,,0.483,8.4
63.8,238,0.04,35.7,5.12,0.1,,0.48,8.5
63.4,24,0.05,35.1,4.92,0.1,,0.477,8.6
63,242,0.04,34.5,4.82,0.1,,0.475,8.7
62.6,245,0.04,33.9,4.58,0.1,,0.47,8.6
62.2,247,0.06,33.3,4.9,0.1,,0.464,8.4
61.9,249,0.04,32.7,5,0.1,,0.457,8.2
61.5,25,0.07,32.2,4.22,0.1,,0.45,8
61.1,251,0.08,31.7,4.34,0.1,,0.444,7.9
68,252,0.07,31.2,4.14,0.1,,0.436,7.7
61.8,33,,23.4,,4.1,1313.889646,0.576,12.5
61.1,314,0.01,22.8,4.99,4.3,1738.8822,0.57,12.5
63,328,2.41,22.3,4.99,4.8,185.793359,0.565,12.5
59.2,349,2.59,21.7,4.91,5.6,1734.93612,0.554,12.3
58.2,366,2.57,21.2,4.26,6.3,1644.619672,0.543,12
58,363,2.47,2.7,4.41,6.8,1463.213573,0.533,11.8
57.4,368,2.3,2.2,4.73,9.1,1139.11233,0.518,11.6
55.7,45,2.12,19.7,4.87,11.9,1369.68249,0.504,11.4
52.6,487,2.08,19.2,4.37,13.6,114.587985,0.492,11.1
58,526,2.25,18.8,6.11,15.9,13.154199,0.479,10.9
49.3,554,2.33,18.4,7.56,17,691.3178164,0.467,10.7
47.9,578,2.46,18,7.33,17.6,53.2772217,0.456,10.5
46.4,64,2.33,17.6,8.18,18.2,429.1583434,0.443,10.2
45.5,69,2.44,17.3,6.93,18.4,377.135244,0.433,10
44.6,611,2.61,17.1,6.56,18.6,378.2736238,0.424,9.8
43.8,614,2.62,16.8,7.16,18.7,341.955625,0.418,9.6
67,336,,31.8,,6.2,118.69383,0.507,10.3
59.2,371,6.5,31.3,6.44,6.3,127.47462,0.498,10.3
58,399,6.39,3.8,6.88,6.8,111.227396,0.488,10.4
56.6,429,6.09,3.3,6.69,8.8,955.648466,0.464,9.8
54.9,464,6,29.9,6.31,13.3,839.927936,0.452,10.1
52.4,527,5.21,29.4,5.37,15.7,713.63562,0.436,10
50,587,4.64,29,6.26,18.1,65.824121,0.419,9.9
48.2,632,3.56,28.6,4.96,20.5,325.678573,0.421,9.7
46.6,67,3.88,28.2,4.47,23.7,396.9982166,0.414,9.6
45.4,7,4.57,27.9,5.12,26.8,414.796232,0.408,9.5
44.6,717,4.14,27.5,6.44,30.3,444.76575,0.406,9.3
